site.1,site,size,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,avg_mort,lgs,lgs_corr,se,upper,lower,ln_size,size_corr,ln_size_corr,ln_size_corr_2_3,mgs_c,mgs_k,kt_mgs,size_corr_theta,size_corr_sma,ln_size_corr_sma,sma_slope,size_corr_sma_ignore,ln_size_corr_sma_ignore,,mu_kt,mu_ekt,ln_mu_kt,ln_mu_ekt,wood_density_mean,sla_no_pet_mean,sla_mean,lma_mean,lcc_mean,lnc_mean,cn_mean,lpc_mean,np_mean,mat,trait_comp_mean,e_kt_mgs,wood_density,sla,lma,lcc,lnc,lpc,pn,trait_comp,size_corr_mort,temp_corr_mort,wd_corr_mort,lma_corr_mort,pn_corr_mort,trait_corr_mort,intercept
CAP.1,CAP,15.5,0,0,,,,,,,,,,5,,,,,2.740840024,0,,,12.8908,286.0408,40.57101968,,,,-0.6120543,,,,,0,,,0.493279517,,,0.015690978,,,,,,6.77886,,4.16E+17,0.522065498,63.22088796,0.022207073,48.3172415,1.02947,0.055506,0.053917064,3.953130666,,,,,,,-5.307935
CWT.1,CWT,0.5,,0.051524627,0.085949732,0.098857086,0.154983509,0.05528574,0.034607849,0.080098804,0.047602094,0.068929802,0.075315471,7,0.010759353,0.002672771,0.013432124,0.008086582,-0.693147181,0.022838658,-3.779300647,-4.934545948,17.61122,290.76122,39.91236151,0.006806075,,,-0.8926765,,,,,,,,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.54225104,87.51674564,0.011426385,50.69240968,1.283315398,0.06149515,0.047918968,6.636640983,0.001634259,0.001021295,0.001629236,0.090100119,4.93E-05,0.001029519,-4.429206
CWT.1,CWT,1.5,,0.02297717,0.03646093,0.085001105,0.085055998,0.059305761,0.082605223,0.01883458,0.033908577,0.073041554,0.055243433,7,0.007891919,0.001793706,0.009685625,0.006098213,0.405465108,0.004637259,-5.373631818,-4.697856638,17.61122,290.76122,39.91236151,0.012293091,0.004940578,-5.31027302,-0.8926765,0.01058896,-4.547943311,,0.000181221,3.35E-20,-8.615794254,-44.84146968,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.541507788,102.2179405,0.009783018,50.64294186,1.397389378,0.072362275,0.051783902,8.385295482,0.00094874,0.001233271,0.001969418,0.127077477,6.44E-05,0.001243201,-4.429206
CWT.1,CWT,2.5,0.023728233,0.020702812,0.02544763,0.029706746,0.174030205,0.012053267,0.009318627,0.019467705,0.044025687,0.076877559,0.043535847,7,0.006219407,0.003628345,0.009847751,0.002591062,0.916290732,0.002257963,-6.093292213,-4.566140993,17.61122,290.76122,39.91236151,0.014350773,0.002641034,-5.936584635,-0.8926765,0.01478957,-4.213833077,,0.000156588,2.90E-20,-8.761894944,-44.98757037,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.554982088,86.07326439,0.011618009,50.94743158,1.293673853,0.0649273,0.050188307,6.718334019,0.000933191,0.001705221,0.002673342,0.147955814,8.63E-05,0.001718952,-4.429206
CWT.1,CWT,3.5,0.017743625,0.005663611,0.026404696,0.026061355,0.08144843,0.011119531,0.025923621,0.040646316,0.028893207,0.011902597,0.027580699,7,0.0039401,0.001597631,0.005537731,0.002342469,1.252762968,0.001277835,-6.662587947,-4.574649666,17.61122,290.76122,39.91236151,0.015069266,0.001504707,-6.499156858,-0.8926765,0.015862593,-4.1437916,,0.000122407,2.27E-20,-9.008160317,-45.23383574,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.560794227,89.6709053,0.011151889,50.98896853,1.316746388,0.06524765,0.049552177,6.856644652,0.000579267,0.00132467,0.002060573,0.119740819,6.62E-05,0.001335336,-4.429206
CWT.1,CWT,4.5,0.014203099,0.014041225,0.020532224,0,0.058065769,0.022240166,0,0,0.008172482,0.014203199,0.015145816,7,0.002163688,0.001139778,0.003303466,0.00102391,1.504077397,0.000559322,-7.488785263,-4.981989602,17.61122,290.76122,39.91236151,0.009591102,0.00066351,-7.317966823,-0.8926765,0.011219565,-4.490096161,,6.84E-05,1.27E-20,-9.590717581,-45.816393,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.554468383,88.00493606,0.011362999,50.88284607,1.29520686,0.06352545,0.049046567,6.717505893,0.000324691,0.000877933,0.001377327,0.077884612,4.34E-05,0.000885003,-4.429206
CWT.1,CWT,5.5,0,0,0,0.033985201,0.022787271,0,0.019010307,0.027912222,0.007859357,0.013102129,0.012465649,7,0.001780807,0.000879497,0.002660304,0.00090131,1.704748092,0.000358738,-7.93291818,-5.09167136,17.61122,290.76122,39.91236151,0.010274986,0.000449858,-7.706579546,-0.8926765,0.011093226,-4.501420605,,5.60E-05,1.04E-20,-9.790686163,-46.01636159,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.562645208,85.52725703,0.011692179,51.00601052,1.286222305,0.06322115,0.049152584,6.471052603,0.000277412,0.000857466,0.001330528,0.073927264,4.25E-05,0.000864371,-4.429206
CWT.1,CWT,6.5,0,0.020019505,0.02016815,0.011237638,0.033726958,0,0,0.012003228,0,0,0.009715548,7,0.001387935,0.000766138,0.002154074,0.000621797,1.871802177,0.000251244,-8.289087681,-5.169417386,17.61122,290.76122,39.91236151,0.00821026,0.000307648,-8.086552833,-0.8926765,0.010385866,-4.567309426,,4.48E-05,8.29E-21,-10.01361722,-46.23929264,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.555276031,87.39124639,0.011442794,50.82541053,1.27336706,0.060163575,0.047247629,6.418983533,0.000217965,0.000753087,0.001180175,0.066343148,3.59E-05,0.000759151,-4.429206
CWT.1,CWT,7.5,0,0.013390288,0,0,0.02370251,0.009454888,0,0.0155479,0,0.011343397,0.007343898,7,0.001049128,0.000565077,0.001614206,0.000484051,2.014903021,0.000142884,-8.853476935,-5.495305234,17.61122,290.76122,39.91236151,0.005954795,0.000135908,-8.903530134,-0.8926765,0.006004551,-5.115237622,,2.26E-05,4.19E-21,-10.69606997,-46.92174539,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.5561283,83.07319978,0.012037577,50.87876512,1.251479998,0.059705675,0.047708054,6.154196968,0.000171846,0.000653178,0.001022429,0.054698477,3.14E-05,0.000658437,-4.429206
CWT.1,CWT,8.5,0.013909232,0.014546323,0.029167449,0.015732834,0.033345789,0.013049449,0.040973675,0,0.032562768,0.013741285,0.02070288,7,0.002957554,0.000518699,0.003476253,0.002438856,2.140066163,0.000340115,-7.986227344,-4.419450405,17.61122,290.76122,39.91236151,0.018991353,,,-0.8926765,,,,,0,,,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.546271782,80.87409231,0.012364899,50.6902695,1.206678418,0.0544417,0.045116992,5.742393866,0.000519186,0.002145124,0.003403132,0.174881867,9.76E-05,0.002162397,-4.429206
CWT.1,CWT,9.5,0,0,0.035772823,0,0.037121634,0.050951464,0,0,0.018153412,0.014957389,0.015695672,7,0.002242239,0.001354624,0.003596863,0.000887615,2.251291799,0.00024568,-8.311479377,-4.55932638,17.61122,290.76122,39.91236151,0.016610951,0.000290522,-8.143830607,-0.8926765,0.02001857,-3.911094949,,6.04E-05,1.12E-20,-9.714148866,-45.93982429,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.552178586,84.66537457,0.011811204,50.78499328,1.26080332,0.0573326,0.045473072,6.010359607,0.000376066,0.00167339,0.002633423,0.142819021,7.67E-05,0.001686865,-4.429206
CWT.1,CWT,10.5,0,0.028479404,0,0,0.053180873,0,0,0,0,0,0.008166028,7,0.001166575,0.001311353,0.002477929,-0.000144778,2.351375257,0.00012639,-8.976135388,-5.057176627,17.61122,290.76122,39.91236151,0.010292189,0.000166099,-8.702928268,-0.8926765,0.0138147,-4.282022057,,3.80E-05,7.02E-21,-10.17916125,-46.40483667,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.532408723,114.9378346,0.008700355,50.22272551,1.429129868,0.066226725,0.046340593,8.545563832,0.000137612,0.000654583,0.001058678,0.075842189,3.06E-05,0.000659854,-4.429206
CWT.1,CWT,11.5,0,0,0,0.041650315,0,0,0,0,0,0.03073322,0.007238354,7,0.001034051,0.000991674,0.002025725,4.23764E-05,2.442347035,5.45E-05,-9.816597058,-5.746018666,17.61122,290.76122,39.91236151,0.005849756,7.36E-05,-9.51731478,-0.8926765,0.007260045,-4.925369217,,1.83E-05,3.39E-21,-10.90802809,-47.13370351,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.538462789,94.50973958,0.01058092,50.36257848,1.318710768,0.05781985,0.04384574,6.592303641,0.00015812,0.000799165,0.001281601,0.076137086,3.53E-05,0.0008056,-4.429206
CWT.1,CWT,12.5,0,0,0.0790347,0,0,0,0,0.036774554,0,0,0.011580925,7,0.001654418,0.001881779,0.003536196,-0.000227361,2.525728644,0.000164491,-8.712654059,-4.503106319,17.61122,290.76122,39.91236151,0.017522195,0.000190605,-8.565307348,-0.8926765,0.022002637,-3.816592987,,5.13E-05,9.50E-21,-9.877636255,-46.10331168,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.515698003,183.0214077,0.005463842,49.52639306,1.836602458,0.087935625,0.04787951,14.3997515,0.000115817,0.000618819,0.001025062,0.114169085,2.99E-05,0.000623802,-4.429206
CWT.1,CWT,13.5,0,0,0,0,0,0.050951464,0,0,0,0,0.005095146,7,0.000727878,0.00121313,0.001941008,-0.000485252,2.602689685,8.07E-05,-9.425229726,-5.087413584,17.61122,290.76122,39.91236151,0.008257309,9.21E-05,-9.292593003,-0.8926765,0.012287394,-4.399181388,,2.67E-05,4.93E-21,-10.53257328,-46.75824871,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.521517218,176.7958595,0.005656241,49.73224814,1.86332646,0.096921525,0.052015322,14.98483237,4.90E-05,0.000275399,0.00045237,0.049081483,1.44E-05,0.000277617,-4.429206
CWT.1,CWT,14.5,0,0,0,0,0,0.054468056,0,0,0,0,0.005446806,7,0.000778115,0.001296858,0.002074974,-0.000518743,2.674148649,8.03E-05,-9.429947775,-4.97303336,17.61122,290.76122,39.91236151,0.009408649,9.21E-05,-9.293028715,-0.8926765,0.014048151,-4.265264501,,2.85E-05,5.27E-21,-10.4658327,-46.69150812,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.540329662,199.1111858,0.00502232,49.40664101,2.03434904,0.09124235,0.044850883,14.17008795,5.54E-05,0.000326525,0.000522283,0.065538315,1.48E-05,0.000329154,-4.429206
CWT.1,CWT,15.5,0,0.134993826,0,0.111887273,0.15162362,0,0,0,0,0,0.039850472,7,0.005692925,0.004306627,0.009999552,0.001386297,2.740840024,0.000385765,-7.860282279,-3.292215572,17.61122,290.76122,39.91236151,0.109342666,0.000540134,-7.523692965,-0.8926765,0.093430272,-2.37053987,,0.000177987,3.29E-20,-8.633802506,-44.85947793,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.502435819,351.849172,0.002842127,48.561445,2.7002675,0.113972825,0.042207976,24.88517004,0.00023061,0.001422163,0.002402271,0.504416037,6.05E-05,0.001433614,-4.429206
CWT.1,CWT,16.5,0,0.087964324,0,0.085001105,0,0,0,0,0,0,0.017296543,7,0.002470935,0.002605167,0.005076102,-0.000134232,2.803360381,0.000231901,-8.36919995,-3.696932648,17.61122,290.76122,39.91236151,0.04742084,0.000352464,-7.950561826,-0.8926765,0.068572621,-2.679861931,,0.000123176,2.28E-20,-9.001897967,-45.22757339,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.534646334,200.8151939,0.004979703,49.69161656,2.003463643,0.0910033,0.045422985,14.58889168,0.000170735,0.001097729,0.001769816,0.222215624,5.03E-05,0.001106568,-4.429206
CWT.1,CWT,20.5,0,0,0,0,0,0,0.125180811,0,0,0,0.012518081,7,0.001788297,0,0.001788297,0.001788297,3.020424886,0.000117163,-9.051946944,-4.017905467,17.61122,290.76122,39.91236151,0.02945568,0.000191982,-8.558109436,-0.8926765,0.056174146,-2.879298664,,8.23E-05,1.52E-20,-9.405390138,-45.63106556,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.533466603,261.4426265,0.003824931,49.57988263,2.466866195,0.118769375,0.048145852,20.16530747,8.94E-05,0.000664259,0.001072729,0.175063984,3.22E-05,0.000669608,-4.429206
CWT.1,CWT,24.5,0,0.096354015,0,0,0,0,0,0,0,0,0.009635402,7,0.001376486,0.002294143,0.003670629,-0.000917657,3.198673118,6.62E-05,-9.623433628,-4.292311765,17.61122,290.76122,39.91236151,0.026583073,0.000134636,-8.912937595,-0.8926765,0.0550785,-2.898995835,,6.82E-05,1.26E-20,-9.592652803,-45.81832822,0.549736301,202.91166,187.6805505,0.006986586,49.49613393,2.27516125,24.95776368,0.1154915,21.24128288,12.62168,11.38038668,2.13E+17,0.496525142,265.9478857,0.003760135,48.41941033,2.539474965,0.126355375,0.049756496,22.37125737,6.20E-05,0.00051903,0.000884544,0.139146314,2.60E-05,0.000523209,-4.429206
HFR.1,HFR,0.5,0.021544359,0.011379912,0.024951459,0.030620846,0.020255601,0.033628649,,0.078354847,,,0.031533668,5.424658,0.005813024,0.000598603,0.006411627,0.005214421,-0.693147181,0.010027929,-4.602381193,-5.757626494,16.87873,290.02873,40.01316327,,,,0.7256927,,,,,,,,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.588457681,135.2248141,0.007395092,50.38304604,1.730244323,0.094183775,0.054433801,10.95566204,0.00048356,0.000302202,0.000453395,0.041192657,1.66E-05,0.000304624,-4.317442
HFR.1,HFR,1.5,0.063709817,0,0,0.076275204,0.011278851,0.024655674,0.189824375,0.07302904,,,0.05484662,5.424658,0.010110613,0.002485565,0.012596179,0.007625048,0.405465108,0.003517526,-5.649997252,-4.974222072,16.87873,290.02873,40.01316327,0.003944525,0.004321232,-5.444214708,0.7256927,0.004321232,-5.444214708,,0.0001417,2.38E-20,-8.861801627,-45.18575642,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.591625135,150.7809608,0.006632137,50.17265935,1.824839085,0.098629375,0.054048259,12.08073203,0.00076273,0.000991516,0.001481597,0.1506994,5.40E-05,0.000999459,-4.317442
HFR.1,HFR,2.5,0.027255804,0,0.008807072,0.015062458,0.008374384,0.005530618,0.109535368,0.054726126,,,0.028661479,5.424658,0.005283555,0.000708556,0.005992111,0.004574999,0.916290732,0.000788053,-7.145945503,-5.618794283,16.87873,290.02873,40.01316327,0.001017136,0.001120483,-6.793995667,0.7256927,0.001120483,-6.793995667,,5.17E-05,8.68E-21,-9.869379888,-46.19333468,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.585490235,152.5097417,0.006556958,50.08444552,1.81534487,0.101357875,0.05583395,12.72202364,0.000378492,0.000691647,0.001041622,0.106327977,3.89E-05,0.000697188,-4.317442
HFR.1,HFR,3.5,0.04619449,0,0.027629218,0.013061082,0.014453742,0.010031507,0.130743253,0.028001895,,,0.033764398,5.424658,0.006224245,0.001218259,0.007442504,0.005005985,1.252762968,0.001090662,-6.820970873,-4.733032592,16.87873,290.02873,40.01316327,0.001543083,0.001706203,-6.373485114,0.7256927,0.001706203,-6.373485114,,9.87E-05,1.66E-20,-9.22346618,-45.54742097,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.596953167,192.9368248,0.005183044,49.43135378,2.129696018,0.117687225,0.055260105,15.6989872,0.000361328,0.00082632,0.001226474,0.160704782,4.60E-05,0.00083294,-4.317442
HFR.1,HFR,4.5,0,0.023135691,0.022661703,0.019255365,0.037528079,0.014692878,0.121547705,0.040832542,,,0.034956745,5.424658,0.006444046,0.000922719,0.007366765,0.005521326,1.504077397,0.000760405,-7.181659677,-4.674864015,16.87873,290.02873,40.01316327,0.001148751,0.001244295,-6.689185928,0.7256927,0.001244295,-6.689185928,,8.52E-05,1.43E-20,-9.370811157,-45.69476595,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.568672277,195.3324072,0.005119478,49.03177312,2.09310143,0.128159875,0.061229653,18.26373345,0.000321555,0.000869491,0.001338394,0.171200475,5.37E-05,0.000876457,-4.317442
HFR.1,HFR,5.5,0,0,0.076624444,0.054948327,0.033074685,0,0.109535368,0.035786546,,,0.038746171,5.424658,0.007142602,0.002488392,0.009630994,0.004654209,1.704748092,0.001393247,-6.576118055,-3.734871234,16.87873,290.02873,40.01316327,0.002223899,0.00245991,-6.007630631,0.7256927,0.00245991,-6.007630631,,0.000192613,3.23E-20,-8.55482632,-44.87878111,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.575837422,179.8270175,0.0055609,49.43092924,1.99378805,0.118244925,0.059306668,16.1336841,0.000403468,0.001247151,0.001901778,0.226068233,7.46E-05,0.001257143,-4.317442
HFR.1,HFR,6.5,0.084082295,0,0,0,0,0.029688723,0.060647852,0.059204341,,,0.029202901,5.424658,0.005383363,0.002561853,0.007945216,0.00282151,1.871802177,0.000427598,-7.757327069,-4.637656774,16.87873,290.02873,40.01316327,0.00072054,0.000865299,-7.052435877,0.7256927,0.000865299,-7.052435877,,7.58E-05,1.27E-20,-9.487721834,-45.81167662,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.564802945,231.1907081,0.004325433,48.337525,2.3179025,0.14523965,0.062659948,22.23502849,0.000220649,0.000762394,0.001179565,0.177670427,4.82E-05,0.000768502,-4.317442
HFR.1,HFR,7.5,0.033065368,0,0.077607773,0.074748054,0.03826411,0,0,0.019712834,,,0.030424767,5.424658,0.005608606,0.002569484,0.008178089,0.003039122,2.014903021,0.000994432,-6.913338787,-3.555167086,16.87873,290.02873,40.01316327,0.001730395,0.001954011,-6.237871323,0.7256927,0.001954011,-6.237871323,,0.000188334,3.16E-20,-8.577293853,-44.90124864,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.538428248,163.3250265,0.00612276,48.83883216,1.954738075,0.137104925,0.070139794,18.22515972,0.00028046,0.001066053,0.001709616,0.17550808,7.54E-05,0.001074594,-4.317442
HFR.1,HFR,8.5,0,0,0.069572644,0,0,0,0.053361805,0.01893958,,,0.017734254,5.424658,0.003269193,0.002137543,0.005406736,0.00113165,2.140066163,0.000275146,-8.198208518,-4.631431579,16.87873,290.02873,40.01316327,0.000494891,0.000506177,-7.588624876,0.7256927,0.000506177,-7.588624876,,5.31E-05,8.90E-21,-9.844200467,-46.16815525,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.544253562,202.635855,0.004934961,48.4661475,2.1460775,0.143989075,0.06709407,21.45603523,0.00013886,0.000573753,0.000912724,0.117194331,3.88E-05,0.000578349,-4.317442
HFR.1,HFR,9.5,0,0.046791329,0,0.047900353,0,0,0.083442095,0.096903354,,,0.034379641,5.424658,0.006337661,0.001840191,0.008177851,0.00449747,2.251291799,0.000510761,-7.579609286,-3.827456288,16.87873,290.02873,40.01316327,0.00094714,0.001105218,-6.807712628,0.7256927,0.001105218,-6.807712628,,0.000124803,2.09E-20,-8.988778032,-45.31273282,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.548310089,191.0176025,0.00523512,48.531555,2.1295225,0.14322055,0.067254772,20.16168459,0.000286476,0.001274791,0.00201667,0.245458387,8.64E-05,0.001285004,-4.317442
HFR.1,HFR,10.5,0,0,0,0,0,0,0.129437343,0.02610892,,,0.019443283,5.424658,0.003584241,0,0.003584241,0.003584241,2.351375257,0,,,16.87873,290.02873,40.01316327,,,,0.7256927,,,,,0,,,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.532206368,191.2733735,0.005228119,48.662765,2.10463,0.1470606,0.0698748,21.44939488,0.000152289,0.00072443,0.00117193,0.139674188,5.10E-05,0.000730233,-4.317442
HFR.1,HFR,11.5,0,0,0.057638737,0,0.062964411,0,0.10276712,0,,,0.027921283,5.424658,0.005147105,0.002346925,0.00749403,0.00280018,2.442347035,0.000338958,-7.989633624,-3.919055232,16.87873,290.02873,40.01316327,0.000662374,0.000742881,-7.204974396,0.7256927,0.000742881,-7.204974396,,9.53E-05,1.60E-20,-9.258051668,-45.58200646,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.533985926,168.1025535,0.00594875,48.703935,2.027475,0.14294635,0.070504618,18.97337171,0.000247232,0.001249601,0.00201646,0.211744084,8.88E-05,0.001259613,-4.317442
HFR.1,HFR,12.5,0.054521568,0,0.069572644,0,0,0,0.089020928,0,,,0.026639392,5.424658,0.004910797,0.002437796,0.007348593,0.002473001,2.525728644,0.000531385,-7.540023116,-3.330475375,16.87873,290.02873,40.01316327,0.001064852,0.001244327,-6.689160632,0.7256927,0.001244327,-6.689160632,,0.00016887,2.83E-20,-8.686380464,-45.01033525,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.527542484,166.3286862,0.006012192,48.7779475,1.996495,0.144667175,0.072460575,19.47044382,0.00022986,0.001228204,0.00200006,0.205922229,8.97E-05,0.001238044,-4.317442
HFR.1,HFR,13.5,0,0,0.080715335,0,0,0,0.249795633,0,,,0.041313871,5.424658,0.00761594,0.00247989,0.01009583,0.00513605,2.602689685,0.000386226,-7.859088497,-3.521272355,16.87873,290.02873,40.01316327,0.000788679,0.000844511,-7.076752557,0.7256927,0.000844511,-7.076752557,,0.000120674,2.02E-20,-9.022416095,-45.34637088,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.522804262,150.7286391,0.006634439,48.6282175,1.9507975,0.141185725,0.072373337,17.74271335,0.000391192,0.002200293,0.003607377,0.334304103,0.000160518,0.00221792,-4.317442
HFR.1,HFR,14.5,0,0.063815391,0.173294377,0,0,0,0.121547705,0,,,0.044832184,5.424658,0.008264518,0.005293061,0.013557579,0.002971457,2.674148649,0.000548456,-7.508403481,-3.051489066,16.87873,290.02873,40.01316327,0.001142125,0.001218506,-6.710129741,0.7256927,0.001218506,-6.710129741,,0.000182653,3.06E-20,-8.607922833,-44.93187762,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.535576215,140.2130127,0.007132006,48.74094453,1.95490314,0.138802225,0.071002098,15.90169953,0.000473653,0.002794091,0.004498731,0.394906488,0.000199976,0.002816475,-4.317442
HFR.1,HFR,15.5,0,0.100326505,0,0,0,0,0.10276712,0,,,0.025386703,5.424658,0.004679872,0.003082422,0.007762293,0.00159745,2.740840024,0.000215756,-8.441362767,-3.87329606,16.87873,290.02873,40.01316327,0.000457593,0.000633175,-7.364764379,0.7256927,0.000633175,-7.364764379,,9.92E-05,1.67E-20,-9.21788084,-45.54183563,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.49932293,140.3387999,0.007125613,49.1398625,1.854765,0.143549675,0.077395074,18.2854203,0.000233247,0.001438482,0.002441091,0.203492217,0.000112223,0.001450007,-4.317442
HFR.1,HFR,16.5,0,0,0,0.268652519,0,0.063281001,0,0.13892092,,,0.058856805,5.424658,0.010849865,0.00809261,0.018942474,0.002757255,2.803360381,0.00074088,-7.20767173,-2.535404429,16.87873,290.02873,40.01316327,0.0015985,0.001943779,-6.243121504,0.7256927,0.001943779,-6.243121504,,0.000317715,5.33E-20,-8.054355502,-44.37831029,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.508955789,127.5146643,0.007842235,49.0484475,1.8203325,0.1421099,0.0780681,16.52051947,0.000598532,0.003848378,0.006437736,0.49465607,0.000302842,0.003879209,-4.317442
HFR.1,HFR,17.5,0.033065368,0,0.042917258,0.093463152,0,0,0.206769952,0,,,0.047026966,5.424658,0.008669112,0.002792718,0.01146183,0.005876393,2.862200881,0.000420166,-7.774861145,-3.004526343,16.87873,290.02873,40.01316327,0.000922438,0.001123038,-6.791718067,0.7256927,0.001123038,-6.791718067,,0.000190943,3.20E-20,-8.563534744,-44.88748953,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.526822943,138.7023445,0.007209683,48.91385888,1.9539219,0.141839125,0.072592014,16.28261429,0.000485218,0.003244618,0.005289085,0.453641649,0.00023742,0.003270613,-4.317442
HFR.1,HFR,18.5,0,0,0.05172433,0.047900353,0.062964411,0,0.114566838,0,,,0.034644492,5.424658,0.006386484,0.002264874,0.008651358,0.00412161,2.917770732,0.000292265,-8.13784938,-3.27489816,16.87873,290.02873,40.01316327,0.000650686,0.000770308,-7.168720076,0.7256927,0.000770308,-7.168720076,,0.000135938,2.28E-20,-8.903310443,-45.22726523,0.534526772,159.3669535,150.4601428,0.006646278,49.2719142,2.065638138,25.65427026,0.133724108,16.77253901,8.268253,15.58116285,2.61E+17,0.534019796,133.7102796,0.007478857,48.97844818,1.965511465,0.13523125,0.068802066,14.72645656,0.00039523,0.002742621,0.00442551,0.369654611,0.00019021,0.002764594,-4.317442
